,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255
22,33,20,2,120,100,14,4031,107,1,1639,3735,1523,35,267,1001,5,3,6530,1,1301,2371,11,219,12,349,452,75,1189,75,2659,12,1524,2,2273,44,1525,3465,35,155,127,379,74,1244,4033,1927,6531,35,155,1,83,630,99,1689,3,1001,1365,28,215,2,4966,2,57,259,13,770,34,1,2503,12,21,127,1001,3734,14,12,1525,5600,259,1167,8,4031,22,12,1,841,266,757,1312,82,25,10,1001,2171,57,4,1,467,7884,4,126,1001,18,8,39,82,58,4,3,6532,29,10,3,230,5,75,57,82,25,3,197,29,39,11,14,34,53,41,103,3736,85,196,2623,78,1312,35,2259,8,72,42,20,3,841,10,1001,2171,576,12,4034,2,44,184,1224,34,1098,78,196,27,55,80,64,3,347,4967,63,30,284,1475,26,1,1867,4,3,214,28,699,48,17,184,1001,1312,2829,2172,4,4031,1312,3733,6,1866,843,116,346,16,17,5601,1373,10,7885,19,229,904,347,940,12,389,4031,1190,26,3464,6,1393,4,24,77,1355,3,4968,4,2147,59,3,185,3466,205,13,1946,8,1,1640,233,3,214,52,607,5,861,77,300,4969,74,20,1927,4970,5,3,1641,1642,11,1,4969,128,101,114,6533,4035,147,143
23,3,6537,2173,3,313,7,516,26,3,73,1837,7890,1,2658,6,291,4,50,1644,7890,4037,1710,81,548,113,2,14,116,346,3,7891,4,3231,941,54,1330,5,1,2406,6,1269,485,894,1511,5,3,4496,4038,18,1284,1,38,15,72,18,1526,1113,16,2661,153,1151,50,10,175,1150,62,72,780,219,1080,52,75,5,2174,136,145,8,7,3,250,4039,26,322,1213,5608,278,1841,3007,44,873,417,406,2,139,1,57,311,2,1,278,30,48,6,44,1688,2662,4971,18,21,19,30,139,929,2526,406,3000,4972,79,3179,7889,894,14,68,2,541,35,155,8,1,54,1030,324,14,18,153,1868,8,14,18,3,1267,628,5,35,155,8,38,46,9,99,25,150,3,188,10,14,315,2509,1,243,5,349,452,56,201,983,1024,6,24,141,8,12,1,549,57,324,113,89,2527,65,62,7892,173,7,3,4,56,1,379,30,417,68,16,6,468,7893,3229,99,20,7894,1643,1084,189,3229,7895,138,541,41,103,1948,247,2,455,1,4973,5609,64,6538,197,929,2090,3008,7895,248,1,2367,1694,173,1643,323,18,198,53,9,4040,1269,2830,73,6539,401,40,1512,7893,174,76,166,7896,7897,138,541,1929,101,114,46,147,143
24,2407,1,117,682,66,2274,9,7,4975,1098,43,223,1,3234,737,5,123,1702,2000,487,5,15,1,38,48,1591,1871,2,127,28,2663,11,930,419,6,2831,1,123,1761,11,1,7904,4,7905,50,66,256,324,16,9,7,2649,342,32,7,3010,5,4976,2159,282,1786,5613,28,12,364,5,1487,100,9,6,1,446,207,45,268,3738,133,3235,58,4497,1,38,10,17,4498,4,1,3232,9,3,45,22,48,3,2996,956,10,454,1395,13,18,3,1028,7883,4,1,1161,2529,8,108,38,698,168,1,104,364,32,7,38,18,21,2275,6,1,137,96,168,18,2275,6,1866,3,32,7,83,6,560,9,6547,3,7906,4,1233,187,26,65,5,3,244,427,6,17,105,11,194,8,175,460,5,113,1235,1645,62,29,2176,11,818,29,3,54,1030,581,754,6,1269,485,205,57,607,1273,54,36,701,4044,3236,15,10,204,980,4,1,1085,8,1,930,419,1725,18,43,1406,2501,5,2014,5,8,9,1872,2,2177,1,340,4,8,3237,1,54,36,178,1,253,23,3233,5,5612,21,2,2407,4977,9,2834,17,782,23,194,337,41,352,6540,2,95,4444,4,1,506,5,4499,2,1444,3,618,4,1389,2404,289,5,1841
25,811,201,28,62,561,2,119,58,4,126,2015,85,545,6,1,1840,6,60,13,889,142,19,3,6550,57,6551,4,1,2530,1840,23,1,162,8,35,42,228,326,12,8,41,2015,1,3470,288,1002,4,189,5,1,1301,288,1002,645,3,4979,8,33,139,8,30,48,3,4045,4047,415,15,8,12,733,8,12,733,53,41,27,129,2,1169,322,159,2,975,322,159,99,975,248,2665,3471,977,43,1,2530,473,7,6552,10,1042,5614,29,629,5615,174,76,166,159,510,1405,157,862,1097,1343,661,6548,480,4,60,62,11,17,2531,4021,5,57,18,11,4045,4046,106,10,1,130,2632,9,1615,8,53,435,290,18,570,41,33,239,68,6,278,473,3005,9,314,1,109,5,89,13,4479,4980,58,29,637,222,19,383,518,106,436,3,3714,7907,2821,16,1,2836,1,32,7,1253,747,12,4501,2,272,484,2068,135,10,672,3011,1358,4028,3,1764,21,430,156,1,3012,473,2016,6,365,57,428,34,9,12,3,7908,696,28,4502,129,2,473,106,50,4,5531,3740,48,2,193,44,361,2015,415,408,514,4981,5,178,61,58,11,8,34,6,1,544,519,162,2093,35,170,40,78,1560,16,4045,4046,101,114,687,804
26,1445,661,1375,43,489,1214,310,2,1031,387,71,1,439,27,661,1375,43,1246,393,399,306,489,1214,28,3,441,105,351,15,10,179,33,1031,1354,387,19,32,7,282,4,83,758,442,171,3,274,3472,23,1,54,36,1214,4982,3013,38,46,9,10,393,1488,5,12,893,57,4,1,134,5616,4983,10,383,518,6,9,7,3239,2666,1214,22,7909,1,4953,4,132,7,7910,6,1,207,32,7,268,109,194,926,22,1225,2,1065,159,534,11,1210,78,9,1214,12,37,4984,2667,4,984,5,22,178,11,6553,1,909,294,6554,4985,7,484,319,6,1694,11,748,611,6,157,13,15,984,18,4048,3,7725,2094,2,20,1,370,6,1,2391,1214,22,1344,1,32,7,118,7,1170,4921,4,201,896,822,6,37,1224,992,1185,116,77,13,178,11,1,6494,4921,4,1687,4986,5,7911,14,16,443,5,5617,499,85,57,6555,133,477,1,7912,29,1,2066,6,531,1214,18,3,333,45,457,4,1,32,7,36,4,227,26,3240,13,12,3,2625,1646,1254,5,3,4987,4,1,32,7,226,5618,29,2409,402,86,258,5,3241,148,563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,535,4,485,83,36,29,4503,19,4049,71,485,209,1043,4049,10,182,6,1,104,4,480,83,36,4,2410,2276,3,529,8,82,715,2,3,108,6556,4,1,1489,59,1,149,7,1781,109,2384,116,346,65,25,3,2668,1446,1587,275,6,1,36,59,112,7913,3,117,2,57,2824,6,154,252,4,1,149,7,104,292,1569,4,2511,156,45,46,9,314,1,54,36,116,77,480,4,1,536,2276,62,791,320,2,715,2,4049,53,112,1873,57,568,6,1,36,1,1489,33,20,3014,903,903,16,75,7914,5619,502,1592,3015,4050,12,3,199,5,65,720,3,912,774,6557,6,1,83,47,1,104,2532,18,1372,11,182,5,179,6,2837,213,7,407,4051,205,45,2277,2242,3473,314,103,109,23,390,69,199,7915,559,27,1226,11,202,163,187,57,205,1,45,6558,23,121,238,390,6,3,2532,488,11,437,912,6,4504,485,7,407,742,199,3741,6559,45,498,2178,23,4988,390,1,83,534,972,22,15,29,318,240,62,4052,2,1,733,407,5,240,25,985,3,140,1286,2,720,3,86,109,5620,7916,3,83,534,686,15,6,37,823,8,73,48,75,499,10,63,1223,11,1,4049,33,20,614,0,0,0
28,54,36,697,1683,931,375,1593,11,361,7,391,5621,71,3,521,453,1593,2,765,1,361,7,391,683,319,85,531,42,344,20,252,4,3,398,2179,118,375,49,94,12,310,2,1949,24,163,54,36,536,2095,306,2669,521,15,10,182,6,37,414,16,1447,521,66,15,3,583,2,871,2266,5622,389,19,932,33,630,21,20,893,366,531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,606,12,9,7,5623,4,54,1330,5,941,1432,14,354,20,1,3434,5624,2,25,773,88,1,7921,2,9,6,3,153,224,162,5,139,5,35,2661,8,12,21,165,3475,164,2,1,86,258,286,1,225,2836,520,2,20,4,9,7,1727,29,24,402,773,22,889,3,523,4,221,776,10,1,278,1647,1243,119,9,570,5,404,9,22,948,2,1768,748,611,3,474,32,7,132,1640,52,494,940,2,1,2279,2836,773,1874,15,4,9,13,12,21,165,3475,5,35,615,21,17,4,336,9,359,2,20,430,19,3,214,7,214,67,2,20,23,126,1875,2,6,1,23,1,214,803,3743,576,22,374,61,4,126,12,245,7922,1368,6,8,4054,916,773,150,1,782,63,126,198,43,70,13,677,4,1,546,8,9,378,20,923,26,124,5625,133,17,480,77,453,12,3176,4,336,75,420,122,3474,24,12,11,9,72,42,20,75,2088,13,74,40,2789,58,29,773,59,56,24,12,1,57,214,10,1,497,4,1,3676,28,344,22,1,423,4505,10,9,89,53,121,773,33,2664,3478,4,24,1399,5,1517,1,134,4506,499,326,5,212,191,239,24,3243,159,4507,128,101,114,1114,3479,147,143
30,45,102,917,42,135,31,49,2983,1313,6561,71,32,7,45,102,1876,917,42,177,3,1950,31,49,63,14,528,68,11,3,120,202,163,6,94,2983,367,10,204,1313,2828,1109,1,461,1227,315,10,204,3744,17,562,8,37,1706,4,429,31,1788,6,1,49,18,321,347,2,348,17,177,1490,3,4968,69,3244,11,1,160,7,1256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,913,380,25,1765,11,585,1442,2,478,9,5,97,65,25,15,8,42,21,1345,360,94,4508,2970,434,241,471,5,2993,806,200,112,1287,375,11,3,667,1515,23,9,727,1,32,7,3481,806,1,112,25,51,107,5,1407,967,8,72,74,20,75,585,360,1,3482,525,667,29,1,2002,806,5,37,239,2,1,2536,3208,5626,2097,4055,860,4,434,6565,9,15,6,3,76,368,10,204,9,359,2,448,434,532,11,4509,778,5,559,1003,2,1594,6,1,137,96,45,32,7,102,708,815,3,3483,2667,4,1,38,15,13,33,236,16,9,2,871,932,41,74,1593,585,6,3,162,8,68,806,200,4056,3208,5626,11,1,932,5,5627,1,4,1,3484,4055,53,1140,9,359,2,871,196,1369,41,215,2,212,61,358,8,1839,815,483,10,76,94,6,446,298,66,354,885,1,32,7,539,3485,2,1221,3,118,6566,1,32,7,1527,33,56,4,115,2065,5,508,5628,4,1528,2,352,115,600,23,843,1021,52,446,1763,53,94,254,21,885,1,539,3485,133,145,164,2,1,2280,234,432,124,9,28,314,17,104,423,536,565,16,1,1256,4,3,423,31,448,24,346,22,66,1515,3,423,1580,274
32,799,1,137,96,42,2182,10,437,1491,315,6,1,206,36,65,26,3,274,2,120,10,3,447,1469,583,2,4059,1628,2183,366,7928,1355,5630,1116,26,175,1217,8,7929,26,562,1,49,33,2273,32,7,1792,419,93,32,7,209,25,699,15,8,1315,176,21,1171,420,5,8,1,319,74,478,186,1763,624,2,1,162,14,12,7930,2841,34,218,5,1,54,36,211,1408,1,148,7,239,77,7931,19,1160,35,155,739,41,247,1,11,6570,5,8,12,310,41,388,119,8,316,133,1,239,4,1,77,2669,521,1,54,36,7,536,306,15,182,10,1447,32,7,393,209,1304,1628,2183,362,1,134,3246,4,6571,29,44,7932,2,6572,1441,2,123,200,5,159,845,1,148,1729,1,1880,2,4057,2635,2411,4,2671,896,26,287,4058,1400,799,1,137,96,34,1,319,5631,6573,896,4,201,11,3,4060,4,4992,1530,187,53,30,6574,16,3,287,1623,1400,1650,127,896,74,145,20,1409,2,5632,360,3,1952,187,23,1,140,779,4,183,1,36,1236,144,3247,3,49,6,154,8,33,3746,6575,1,32,7,118,7,1141,2,944,159,822,23,2143,3,1952,6,93,869,24,605,22,51,4993,2,2498,2365,6,5633
33,1445,9,10,76,397,768,439,593,62,666,2,1,1346,76,1142,4,32,7,38,46,9,210,5,1140,1,1651,1086,27,17,184,71,22,21,2283,1,593,52,702,44,1793,210,2,655,457,4,1,7933,678,26,1,123,5618,29,6576,4510,644,39,27,608,72,11,191,1,682,5,223,6,1303,1328,39,2,95,445,1328,39,2,95,5,1328,39,2,95,148,882,778,957,3747,39,56,5,957,3747,189,644,337,14,18,165,4061,2177,2,1085,3486,7934,57,181,29,1,3486,4994,1253,4062,6,6576,485,35,615,4490,2,975,19,257,4511,6,291,10,1693,4,37,907,450,1328,39,11,257,6455,5,545,41,971,39,644,4512,7,1107,927,5,791,29,956,3712,2184,644,731,1482,554,987,2284,554,987,2285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,32,7,36,2,398,625,224,1520,11,332,2163,71,1,244,45,6,1,32,7,36,4,227,15,10,182,8,94,18,309,10,3,814,4,2537,8,33,4995,625,1861,355,11,2163,6,161,332,597,100,218,1938,8,7,362,1,379,41,103,309,10,113,89,36,953,533,575,15,6,37,414,16,1492,1953,5634,7935,3,163,59,271,218,15,30,62,3019,151,59,161,332,52,431,597,3,1569,4,161,431,231,22,3466,6,491,442,100,357,2009,2819,6,4063,1859,5,594,108,330,229,584,1190,59,428,13,48,540,224,1520,2,2804,3,607,7,905,584,2175,17,124,48,3412,16,3,92,3487,69,332,231,34,418,2286,1,234,124,8,7936,3248,5635,66,15,14,48,954,2163,10,117,597,1439,757,1449,231,5,57,161,332,4064,156,2018,1289,367,8,1,161,332,2165,60,7937,2,4513,203,18,150,10,1693,4,323,45,330,3249,1004,6,3,188,59,13,1117,3,2165,599,6,909,1004,418,3748,6,111,2286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,47,2,120,10,384,31,49,230,1784,6577,71,1,32,7,47,42,120,10,384,31,160,10,230,1784,47,45,281,1029,449,15,1771,1247,38,46,9,2,714,1,49,85,148,19,446,19,182,94,12,1410,29,1,4,3,1781,1635,449,15,10,1,1228,4,1,47,19,13,614,1,120,7,3727,1,36,4,227,12,1372,2,120,10,1,266,160,29,181,327,1107,267,644,7938,4514,53,175,1881,4,94,235,1,49,9,42,20,561,2,863,17,1778,4,2631,14,85,148,133,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,20,2540,6579,5,4997,43,14,5,129,2,1309,7941,53,2287,755,33,20,1392,21,1648,5,623,2,1314,1281,2541,154,672,7942,34,25,2,4065,16,39,72,777,1096,1309,507,52,300,73,7,211,37,1309,154,672,270,73,847,78,3,7939,63,73,7943,4996,6578,158,27,1177,75,35,615,21,4998,154,672,6580,12,3,505,5563,6,3,7944,6581,154,672,290,4516,6,321,3488,168,7,591,490,19,3,507,607,3,2531,2539,3,591,2842,99,21,20,257,7945,73,483,20,474,3488,168,7,591,490,19,3,507,607,3,2531,2539,3,591,2842,99,21,20,257,7945,20,474,7940,290,154,672,2412,321,2817,10,4517,3749,1080,1,357,3023,122,251,22,73,7946,9,7947,4066,3488,3750,56,1,6582,73,7,548,400,7,1155,2541,745,425,7948,279,154,672,9,254,21,25,8,5,13,12,3,429,1452,154,672,2288,7,2100,385,2,21,1883,10,168,7,2099,3250,63,1398,1560,1369,62,2011,10,6,217,34,21,168,7,1369,2536,3024,1376,5,385,154,672,2967,170,40,247,2,20,23,3,290,20,474,154,672,1272,15,265,134,4,191,74,1048,10,34,79,1192,7,537,1229,40,129,2,400,68,552,23,1114,3479,147,143
37,1,660,16,572,2413,1114,3251,934,1797,2,61,63,13,18,2673,10,111,4999,7951,188,13,33,119,1180,1374,5,6589,14,18,19,53,13,18,377,2,3751,3,827,2,277,284,10,1730,4068,237,170,40,169,219,6590,2825,10,1594,1405,4481,3490,23,2835,572,12,1927,1151,16,194,8,533,444,7,2414,22,463,5646,2,88,16,9,73,48,75,324,9,7,31,1255,11,1,811,85,3,493,203,77,885,11,159,778,424,126,3,607,73,7,1927,1151,194,8,1,223,3252,9,4,161,859,27,56,934,1213,91,8,7,9,7,744,19,11,1,907,132,1453,187,3,369,8,9,22,771,17,1290,69,14,5642,190,477,1,2524,572,7952,2091,1,86,45,834,402,8,53,495,62,703,4,4520,16,926,14,18,435,290,60,12,1,6591,495,6,1,9,3016,22,284,68,16,67,250,4481,3490,5642,7953,572,19,1,4521,73,12,590,28,2396,5647,1,546,8,1,1375,4,494,5,734,27,463,55,80,70,39,215,90,2,20,23,8,86,1376,572,12,3,853,4481,3490,5,8,4522,5,6592,12,353,9,22,79,19,17,551,282,13,640,590,28,22,3,7954,660,16,1,824,128,101,114,994,1102,147,143
38,1005,560,838,7961,909,17,7962,11,1240,3493,48,1064,1,828,55,2534,356,10,244,4,39,152,6600,749,1005,1005,560,838,1934,66,954,867,2,2804,2292,78,24,57,205,6601,2823,23,19,37,6602,18,3410,4073,1005,1005,560,838,7963,24,12,1,300,2409,52,265,13,48,3,918,7,5006,57,457,409,1392,10,429,4529,766,1005,1005,560,838,5650,6603,18,488,10,865,17,124,18,1136,11,5651,78,24,5007,205,6601,488,3,6603,10,865,1005,1005,560,838,3756,4074,8,7,28,9,64,3491,39,74,970,56,95,1182,4,1067,69,1,142,173,1005,1005,560,838,1097,66,901,918,817,2293,746,12,3,4075,4016,13,7,21,34,9,4530,17,1568,10,76,24,574,527,61,3,328,760,3,328,1568,23,3,328,760,1590,5008,13,470,3,328,1568,23,3,328,760,1590,5008,46,283,9,210,560,919,2178,3,2677,77,300,364,214,1273,4,6604,6,2293,7,5652,828,1207,4076,116,77,2178,7,895,18,1885,19,3,2293,746,22,15,8,364,749,420,12,3,1267,1725,5,850,14,364,1795,420,53,817,2293,1454,3,798,6,39,152,60,3757,13,299,20,2020,11,196,117,3253,682,27,9,7,4531,552,23,6605,1291,147,143
39,58,10,631,5,75,120,10,1,319,7,768,304,12,310,11,29,318,3,163,630,738,8,7,1,273,87,382,963,12,57,4,1,467,140,999,8,22,5654,1248,177,156,115,7967,6,3730,1,1522,42,20,3759,6,158,96,60,42,25,2,6610,52,87,1115,151,44,361,7,391,999,366,375,12,7968,2847,6,1,2502,12,515,11,1019,356,361,5,4442,223,6,662,288,3494,70,898,1,1799,1137,12,8,234,65,116,1179,2,717,1,1595,515,410,409,6,1,162,3,375,49,11,963,1797,2,20,136,10,115,162,2,5010,366,3,163,52,67,642,8,7,63,1,596,2,235,1,4533,1596,892,717,49,56,1,1253,58,4,1,536,988,24,12,1274,37,2678,1118,5,809,716,2543,3005,299,6611,524,40,477,14,5011,151,13,470,58,37,859,10,262,7964,337,1243,358,50,1352,4,1,6609,4,44,234,6612,999,262,94,400,2182,116,577,547,11,662,288,1369,945,391,5012,2803,11,662,288,2531,1731,809,716,2543,3005,157,181,2544,13,741,40,1,121,57,28,12,4079,848,53,39,1048,8,24,12,942,2678,1068,257,330,337,5,1169,353,30,25,21,617,503,10,963,128,101,114,797,1133,147,143
40,56,4,39,1,121,466,8,7,129,2,3764,6,165,36,3187,12,1,137,96,466,29,24,402,904,14,7,21,321,4084,2,1,605,35,33,78,2,5659,5,402,58,8,1,465,5660,1,2294,3032,79,30,354,113,14,7,1,121,2642,4537,2,3033,26,1,439,117,1375,181,24,185,18,5661,5,295,24,185,18,5661,1656,2420,79,1656,18,78,3499,75,1032,39,2679,40,368,14,2,1,788,404,666,14,18,14,7,29,24,402,6,1,185,73,3496,377,2,1134,1,3495,466,10,865,21,1,3495,466,73,2966,1480,79,3237,16,1,4085,389,19,865,7972,1760,2547,4538,363,5,73,3496,834,279,3,790,7973,4,4996,26,1,466,24,12,64,78,3,7974,89,64,78,257,280,3,7974,73,190,1853,1,6615,1958,69,1,466,377,2,119,14,2,1134,19,136,14,331,40,1,466,1119,58,5,145,73,4539,1,1958,10,244,4,14,1063,1272,5662,1760,197,2,1078,3495,197,2,1078,307,4950,237,957,3747,189,957,3747,46,9,957,3747,189,316,73,1,833,311,4540,78,37,626,2681,8,57,321,158,2021,133,7975,6616,4086,7976,5014,173,409,1800,5,550,14,299,169,3,232,185,248,603,128,101,114,185
41,45,102,301,190,13,12,211,2295,10,31,2421,71,45,32,7,102,710,301,10,182,15,13,18,211,2295,10,216,2,177,17,149,7,31,160,87,19,234,65,614,3,294,10,3,384,274,301,803,149,22,3,2520,275,6,1,47,5,74,121,2296,2,1184,117,390,107,277,165,652,562,25,21,51,6617,67,78,6,158,2682,390,406,173,39,350,409,2,169,3,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,5,747,995,2,352,11,1,667,9,15,1080,14,42,57,162,52,1,97,995,7,1948,352,11,1,667,8,7,113,14,176,20,186,7980,34,57,162,52,1,97,995,42,352,11,1,667,1652,64,122,3765,5,5664,17,274,18,9,48,2,1033,1,7981,8,1,32,7,42,344,352,11,1,667,29,104,2,20,363,7982,60,630,314,40,1345,9,15,41,247,1,667,14,7,5665,41,176,765,14,186,1,137,96,34,1171,995,42,352,11,1,667,39,74,248,9,942,26,759,5,1375,603,9,150,196,1098,64,1006,59,1,3481,118,272,58,3,725,188,43,122,14,33,21,352,11,1,806,667,995,7,5666,4,287,2095,15,19,1,3481,118,22,608,1946,95,141,42,21,352,171,111,3766,11,3,667,52,3035,6619,2849,10,32,7,2297,727,1,3481,806,2,169,24,87,55,3243,11,9,92,3481,38,7983,557,3,136,389,2667,4,9,5,17,667,666,24,10,76,210,122,158,286,88,41,25,2,780,39,39,74,358,2062,34,41,314,40,352,1,7983,557,560,742,1097,1087,640,2,119,135,2,1,496,278,5,694,309,10,496,4541,416,4,17,6620,7984,128,101,114,797,1133,147,143
43,1524,171,1,2024,22,1377,3256,8,1707,3501,783,4545,935,4541,5,7990,935,175,4,1455,5,5671,935,1775,4,323,5671,15,3501,1064,14,406,4090,356,116,77,382,72,27,4495,3257,69,216,2023,235,727,127,993,102,1959,872,66,4,323,116,163,690,3,807,2,1,54,36,2,1537,1,1054,4,3501,29,238,6622,655,3,4,1,464,1054,1,807,18,2189,1658,23,1,1801,877,1,1801,877,22,15,6,1,506,8,6623,2298,10,1,1788,18,3,670,7991,5,22,416,1493,11,1044,2,851,5019,4,1801,6,1,32,7,7989,2264,1,877,597,24,33,887,2389,4,1,1788,4091,44,2422,2422,4,2850,2158,1788,25,2977,6,491,442,10,428,4,1,2505,6,213,1,1054,844,5020,6622,10,182,3,1194,346,662,164,2,5,1318,1054,499,879,1,54,36,22,21,404,3770,10,872,7,807,1,2024,18,1632,23,92,38,1172,1056,1071,19,3,162,2,887,32,7,2518,2550,935,4471,5,305,5021,14,22,156,5672,3,726,11,1801,5673,2,768,304,5674,3,77,1,2851,877,22,4092,1,9,105,888,2,4093,2537,8,33,571,1,684,993,52,2185,4094,1,1659,10,3256,34,1,1801,877,22,3771,4095,127,589,67,250
44,4,3212,3216,8,511,7993,2,876,136,133,585,18,3039,2,3774,2185,12,3,2106,5679,2,113,1235,240,3,369,26,1625,689,8,1,549,4,3212,3216,28,62,6506,1366,1,806,1377,26,157,2415,2,1021,1625,23,4547,69,1,266,1257,6,1,1685,77,585,18,21,3039,366,1302,4,1625,4519,8,111,28,417,59,585,18,614,1220,40,25,4097,6,1,104,440,39,48,2,25,51,6,1,137,96,29,1,81,4,5022,2,679,26,1,881,325,549,117,511,4098,68,1,6629,4,1,312,5680,2266,1,2529,279,37,1378,2,1838,12,2097,26,1,694,737,170,40,87,372,11,1,266,761,19,1888,755,72,12,75,704,2,177,1,905,8,585,22,48,111,841,10,761,97,80,19,3,887,2,95,456,6,243,16,1,312,3196,8,42,284,19,585,3040,265,2,1,7994,4,327,203,1026,3,346,2551,447,2,1184,3258,6,4489,86,1319,5,1,140,118,42,1184,2552,4,3258,6,771,858,5,7995,34,127,1375,170,40,16,1,511,4548,170,40,400,1,7996,8,9,5,511,409,85,315,24,77,3259,39,30,175,25,3,385,955,5,24,12,1,104,423,681,6,4957,14,128,101,114,797,1133,147,143
